Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
888,furniture,1000,1996,5988,triangles,"[[-0.5171533016, -0.3049541784, -0.2569657661], [0.4828466984, 0.4727984072, 0.5001339014]]","[1.5517786495947875e-11, 6.028283042078559e-12, 2.0046270806711507e-12]",1.4758384027176201,1.45037473605031,0.21535194587587958,0.2153519457773318,0.5816888041650916,1.1449968536335087,7.2149206801464585,"[0.35507530030281714, 0.30900824365021917, 0.38080105921270957, 0.15106404941274024, 0.3341357290970908, 0.42208192816114154, 0.44870509726556507, 0.3197771659845927, 0.10110821525050732, 0.05803252591301308, 0.03918691182785935, 0.03739209143879709, 0.02363180178931976, 0.011367195797394316]","[0.0, 0.0030807784190326247, 0.007458726698710566, 0.568322545195229, 0.7795990862478347, 0.26300118924583776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2677213553473848, 0.1977288441454541, 0.14173483518390959, 0.4654501994928389, 0.19597903136540584, 0.036996041635306204, 0.22822558116915245, 0.7014249515450622, 0.2619719704986547, 0.002499732542926095, 0.0, 0.0, 0.0, 0.0]","[0.161423523493152, 0.33704390410133694, 0.3128566660535031, 0.29681947560874367, 0.30680985654154463, 0.20085923770157676, 0.6433279511201025, 0.3546585231144333, 0.015248476160590907, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2628172541121896, 0.5696020563747267, 0.44659172503274325, 0.31320702839685755, 0.37520621146279703, 0.3981780203278662, 0.09781544419964952, 0.006669234831794286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
889,furniture,1027,2058,6174,triangles,"[[-0.5485998897, -0.2878463436, -0.1501722857], [0.4514001103, 0.3360538132, 0.4376247219]]","[2.6622945407775183e-11, -1.9556844590531282e-11, -1.860069475752857e-12]",1.3171016391298658,3.3823940849096985,0.3248476728651935,0.2521670482668634,5.380759427237446,1.1468070290413284,17.02963451060047,"[0.4885971603423091, 0.32786179627940426, 0.38474230284639643, 0.3045343975187839, 0.33297465080228, 0.2812069987581635, 0.3205120679027705, 0.2802483385351243, 0.12750180966421276, 0.09330959504248153, 0.0776514780661747, 0.07445594398937738, 0.04537658389052184, 0.056560953159312435]","[0.0, 0.0, 0.26809464977605224, 0.29547321986218955, 0.9150287272046671, 0.05952531810862434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37357475466141055, 0.048311923159220005, 0.32329664858291995, 0.3511040927268896, 0.4907030799951009, 0.18425942786307165, 0.1946521090077876, 0.48508541451147064, 0.27470384214951843, 0.08314144915772746, 0.0, 0.0, 0.0, 0.0]","[0.39807250064881927, 0.5291816994196036, 0.1263642944343178, 0.19354215056639582, 0.13485517587852097, 0.5956103601301342, 0.13485517587852097, 0.3393855259609444, 0.04195494360665097, 0.003496245300554247, 0.0, 0.0, 0.0, 0.0]","[0.5493091590238273, 0.5705235734893144, 0.5818516588835065, 0.1318177209505997, 0.0751772939796389, 0.0990692559019351, 0.029247056835914314, 0.022656170788384326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
890,furniture,1009,1978,5934,triangles,"[[-0.5058703973, -0.1980881245, -0.3553053469], [0.4941296027, 0.4890328597, 0.3207566869]]","[2.5843689895615207e-12, 1.1060550816972273e-11, 1.9288351923097694e-12]",1.3889546862564557,3.4616237486859394,0.37203384453338934,0.3048279452864969,3.9470956814937557,1.1696408482326244,6.019587804403413,"[0.36930994354363256, 0.42162366235925675, 0.3238468307633877, 0.22669278153437142, 0.3032950126572497, 0.397646541235429, 0.3864364586320809, 0.30267223029039697, 0.15943228591428318, 0.08656674899252095, 0.05449345709960851, 0.039858071478570796, 0.030204944792354433, 0.011832864970200706]","[0.00047850937252028817, 0.0, 0.2414877299985721, 0.8007056833506155, 0.5482122377840768, 0.004147081228509164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.26282268423562777, 0.3219850519525689, 0.336707484471992, 0.272365001609328, 0.14422531116249698, 0.4882940118942006, 0.5512733065606218, 0.26527642298886495, 0.07851964010359004, 0.0049074775064743776, 0.0, 0.0, 0.0, 0.0]","[0.14880873970284697, 0.35163346321242134, 0.42471391189211133, 0.4231252064860311, 0.43980661324987336, 0.45622323577936896, 0.28808524696921267, 0.10008844058305366, 0.014563132889068655, 0.0007943527030401085, 0.0, 0.0, 0.0, 0.0]","[0.22431425850715922, 0.5101156741685652, 0.572286021957859, 0.498501433372763, 0.31062400873478696, 0.1263902674837293, 0.031199039000488135, 0.003871413598600718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
891,furniture,1006,1992,5976,triangles,"[[-0.5017206737, -0.3342558256, -0.0962336925], [0.4982793263, 0.3457681267, 0.2801317747]]","[8.057376089120265e-12, 2.4763375907591082e-11, 1.4667592299606555e-11]",1.2665241966114926,1.528970102630205,0.15894589576279358,0.1416046438705998,1.576121213276621,1.069552949466637,7.162170893258764,"[0.47898260845299423, 0.37794022869844224, 0.28911831375196295, 0.11505120526624504, 0.2351694325260812, 0.32548164805891083, 0.4929914339646873, 0.32011656594804966, 0.10223462022363225, 0.07093830791027544, 0.05961202345401297, 0.05663142228131233, 0.04083423606599889, 0.015499126098043374]","[0.0, 0.0008878744755153289, 0.004566211588364549, 0.9496451711690382, 0.3132928506461232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.521971321043073, 0.3766624402206308, 0.2839226425626216, 0.38062991819530495, 0.06323168022136988, 0.026036574208799363, 0.5061014091443762, 0.31516653161318087, 0.005951216962011283, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5276051578911661, 0.571014138911831, 0.3242030753943367, 0.32866799915646217, 0.16569828183888055, 0.2745928113707197, 0.28203435097426227, 0.006697385643188286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6302021274688756, 0.6792621665060096, 0.2632489899553531, 0.1487755655353738, 0.2173798477661628, 0.052450366938074144, 0.0029914657949471945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
892,furniture,1086,1757,5271,triangles,"[[-0.4969475423, -0.291295956, -0.0984276968], [0.5030524577, 0.2934141169, 0.293613241]]","[-1.4060100958058761e-11, -2.5813830546053627e-11, 4.58832822879166e-12]",1.2229398866100603,0.9567718193790895,0.16207851832699208,0.09768359879214311,0.8115764748732724,1.1268184132761916,3.873114385268661,"[0.304499282061167, 0.29824030401263324, 0.40589472644741376, 0.40933716437410733, 0.4434485947386163, 0.324528011816475, 0.2957367127932197, 0.23439872791758898, 0.15021547316481004, 0.1132875026784609, 0.05852144475379058, 0.03567617487664238, 0.025661809998988382, 0.030043094632962005]","[0.0, 0.4964356728870671, 0.8677906574991768, 0.0019435401063811351, 0.02207306263675718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23285183526236425, 0.48180512721840263, 0.5005901600276891, 0.6638754452161023, 0.14656454169882857, 0.026422903292183178, 0.011972878054270502, 0.0, 0.0, 0.00020642893197018108, 0.0, 0.0, 0.0, 0.0]","[0.2968438416888051, 0.3792549082350065, 0.6582635191041114, 0.5610922615347097, 0.14042681737350243, 0.013940180410800241, 0.00020500265310000355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5403536601274924, 0.5916267140121388, 0.5696795765559802, 0.18276667916076947, 0.007567978433158156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
893,furniture,1004,1900,5700,triangles,"[[-0.4912700263, -0.319359574, -0.2760033374], [0.4709481953, 0.680640426, 0.6991451015]]","[-4.0776113864000825e-11, 2.073482060728455e-12, -4.8859260650171685e-12]",1.6961068315021237,1.299196533345096,0.37882328996865,0.37319333145293565,0.13922089974863674,1.303989172637266,3.5281947623850227,"[0.5161536727989179, 0.1819230158225694, 0.38953283620480395, 0.22906585713207245, 0.389230638504102, 0.2251372870229472, 0.4170328269686807, 0.3097526432194911, 0.09489007802040995, 0.07343404127057204, 0.05499998152775354, 0.056510970031263257, 0.04774723671090692, 0.03656592178493505]","[0.0, 0.0, 0.009110716283641197, 0.054664297701847185, 0.10140623341791942, 0.1779890659470773, 0.9772233509453406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.39255485168590787, 0.1486911946257233, 0.03887681489365261, 0.4963105070189678, 0.13455417102803144, 0.05200405109150934, 0.46500709762407866, 0.5657333907576332, 0.0976969309340491, 0.08179277938664575, 0.05124671054163299, 0.0, 0.0, 0.0]","[0.6019356201945022, 0.408334857767134, 0.05999923252140518, 0.12121302440559184, 0.2006452067315007, 0.07918927045335258, 0.605093474537734, 0.12971493994506222, 0.10372336958153851, 0.1110107257582274, 0.008259003666914073, 0.0, 0.0, 0.0]","[0.7028677498139453, 0.6261108943454127, 0.14427073881258226, 0.030943863199356082, 0.26463031060748027, 0.03737375685117033, 0.07916806558796297, 0.12035957179489801, 0.0032149468259071255, 0.0004018683532383907, 0.0, 0.0, 0.0, 0.0]"
894,furniture,902,1600,4800,triangles,"[[-0.5010972658, -0.4336737428, -0.334931688], [0.4989027342, 0.5051659174, 0.5065255414]]","[-2.7583747787492167e-14, -7.537924043557337e-12, 2.3897154527031413e-12]",1.6091830773637832,3.099829920337499,0.42198710410228546,0.3240425585689125,2.5081708660197295,1.4131588629636938,7.047009905530737,"[0.32727560904392533, 0.3697706978151327, 0.3535971938798224, 0.44873545232282397, 0.3589883618582592, 0.30000264162359824, 0.3231529511780619, 0.24577383431108735, 0.15697812643095257, 0.10972612473759512, 0.06818241855081777, 0.05613157248137091, 0.03583541068019725, 0.01712488651974028]","[0.004352246726304575, 0.0053967859406176735, 0.30709452900805084, 0.7297847310667512, 0.6040918456110751, 0.09017855216903081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12966044480373506, 0.23811855272132476, 0.2699220580505428, 0.25198161914688133, 0.25116614465126036, 0.6442248515405704, 0.4052908243236247, 0.3642452747107023, 0.11579737837817848, 0.0405018999491751, 0.006251971133094144, 0.0010872993274946335, 0.0, 0.0]","[0.06439447552238403, 0.21916231368777053, 0.35071497612834907, 0.43583728711931163, 0.41704404962780045, 0.41759679190696253, 0.4012908946716807, 0.338554645986783, 0.1033628062033117, 0.014647670397795508, 0.0011054845583241893, 0.0, 0.0, 0.0]","[0.12595278721044686, 0.4193735261308733, 0.5727685407223673, 0.5364134531662792, 0.36566181612865295, 0.22469789599182138, 0.09030134651028313, 0.0103201538868895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
895,furniture,902,1600,4800,triangles,"[[-0.5008195364, -0.3127367454, -0.0411556864], [0.4991804636, 0.3127177804, 0.2767666175]]","[-4.417398679058852e-12, 1.634752942407495e-12, -1.1392326455646255e-12]",1.2215841989649288,1.9244105585829903,0.19814627814936214,0.1529412963750982,2.6939608842975944,1.178975135954818,14.974027634741995,"[0.3571169671360774, 0.445439645615268, 0.39123439167497054, 0.2732582507460878, 0.29525920675714973, 0.34308737199858863, 0.34308737199858863, 0.2719828330063161, 0.1638911795606641, 0.10235227361667933, 0.08290215308516083, 0.059306924899384286, 0.04081336767269456, 0.01881241166163265]","[0.007275416132736857, 0.11398151941287743, 0.212199637204825, 0.9397412504785106, 0.24251387109122857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18185727011688607, 0.3337679837773987, 0.36943161010271613, 0.4070009263843483, 0.32206160261718, 0.30382142732102524, 0.5610895714235062, 0.20254761821401682, 0.03893052339328549, 0.0019056899563146743, 0.0, 0.0, 0.0, 0.0]","[0.0988851615058661, 0.30159974259289163, 0.4635241945587474, 0.4612992784248654, 0.45932157519474803, 0.47267107199804, 0.19159000041761556, 0.02249637424258454, 0.0007416387112939958, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19298987203752224, 0.5464903216871423, 0.6372228022433281, 0.4551292096259482, 0.2221164651029029, 0.039603784815517594, 0.0018858945150246472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
896,furniture,1032,1720,5160,triangles,"[[-0.3955848629, -0.4294805079, -0.4189388749], [0.6044151371, 0.443177981, 0.4372969462]]","[1.8820247008208798e-13, -1.1009850296988321e-11, 2.18838671387857e-11]",1.5794532660335419,4.058380467888665,0.5838730557036806,0.5466383540755887,1.9779062548767952,1.4242159213745453,2.5726706150013396,"[0.2631996619085386, 0.3293070536262206, 0.3320743397911468, 0.4012564939143024, 0.4083284474468916, 0.3947994928628079, 0.3615920588836932, 0.2650445193518227, 0.13282973591645872, 0.08178867998559727, 0.04089433999279864, 0.02675043292762016, 0.01998595563557828, 0.0169111932301047]","[0.0, 0.0, 0.13583727488414854, 0.9077162005165212, 0.39196142954786295, 0.043449633380451554, 0.045584001335982505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09492815050591996, 0.21538319862687724, 0.26058707982017243, 0.27973225303145044, 0.2119264312415076, 0.5121333834016859, 0.6161023101462648, 0.31695897872004647, 0.0965235816068598, 0.04227892417490553, 0.009572586605638988, 0.002924957018389691, 0.0, 0.0]","[0.10476323226743205, 0.18057872930307367, 0.20401261020499925, 0.36694700565250543, 0.39451627730182964, 0.48411641016213336, 0.48659764461057253, 0.3677740838019851, 0.12957557675182385, 0.03611574586061473, 0.0019298490154526957, 0.0, 0.0, 0.0]","[0.2075106550718672, 0.3517652740251726, 0.3203943943240973, 0.520962313724415, 0.5178766534259486, 0.383650430442659, 0.20108219611672878, 0.05657043880521782, 0.011314087761043564, 0.00025713835820553556, 0.0, 0.0, 0.0, 0.0]"
897,furniture,1023,1781,5343,triangles,"[[-0.5011150435, -0.2812875435, -0.1262392071], [0.4988849565, 0.4070529077, 0.1204718603]]","[-3.1374090226977985e-11, -9.241896066853467e-13, -1.2877259002139914e-11]",1.2388215882587237,1.474844090023499,0.13828501488945433,0.1290233913719993,1.7039194368732384,1.1429795896950112,44.69830548894627,"[0.49949228849782545, 0.36417050407740814, 0.25018455175783416, 0.09761873865317362, 0.21861921111549062, 0.34225012863133625, 0.48429416152188226, 0.35072600713715074, 0.1245077325336885, 0.05202435772534402, 0.04588665260044389, 0.03857986078508658, 0.028934895588814933, 0.025427635517443425]","[0.0, 0.017009903983375832, 0.062044321906575786, 0.4016846998041457, 0.9135154991727742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.261882500415066, 0.32665998126845575, 0.27473717560387095, 0.26062223814165375, 0.20769122265833914, 0.08015268058901924, 0.03679965838363776, 0.7052427682014963, 0.36471990192550574, 0.0020164196374596035, 0.0, 0.0, 0.0, 0.0]","[0.2359669583268032, 0.3891092363457297, 0.3782697647618129, 0.48054990688697613, 0.3065624912066713, 0.372433126216627, 0.3190695738034983, 0.29044225141520535, 0.006948379220459458, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.35879787433464455, 0.39385033657243446, 0.5675886276640888, 0.5684594962911146, 0.26517949692936715, 0.022860301459428203, 0.0004354343135129181, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
898,furniture,922,1392,4176,triangles,"[[-0.500001162, -0.2500094697, -0.0491999546], [0.499998838, 0.2500047218, 0.3255997827]]","[3.930924183866165e-12, 9.465115191001482e-12, -8.442479050147214e-12]",1.1791899909605523,1.294851481926091,0.18732658861569898,0.1696757152644549,0.6667578289128271,1.1341691698014602,11.48963398832504,"[0.37439244989698617, 0.43902503671293364, 0.2755075705288084, 0.17304853889431102, 0.20521590929118813, 0.43157888615810097, 0.468511792910071, 0.310057709103232, 0.08667319245825217, 0.05242089990602193, 0.053314437972601846, 0.04557044139557588, 0.03663506072977669, 0.026508295975204273]","[0.0014119778768902297, 0.051772522152641755, 0.09224922129016168, 0.03753507856066527, 0.9936794308614991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2275332003377211, 0.18538784618425685, 0.2634731035728839, 0.4178336951656333, 0.4025786283248088, 0.12385045791110047, 0.002844165004221514, 0.6112369154526962, 0.3446610864206616, 0.006205450918301485, 0.0, 0.0, 0.0, 0.0]","[0.318093733894517, 0.14314218025253267, 0.28018756393875377, 0.3605062317471193, 0.4972865373217616, 0.4302217750923343, 0.4604406798123134, 0.15957702317041605, 0.0013253905578938208, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4929277038963605, 0.3180178734815229, 0.4010822434207266, 0.5496488022262739, 0.37877352692276905, 0.22213785789455628, 0.009493070850194713, 0.001186633856274339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
899,furniture,922,1392,4176,triangles,"[[-0.499084179, -0.4993992281, -0.1519230564], [0.499014794, 0.4987768963, 0.8480769436]]","[-2.6293488594365177e-12, 2.3240096526517516e-11, -3.1249902372853476e-12]",1.7299009032964459,2.7804437698576177,0.9929591540186556,0.8689009810501664,0.25173836147260864,1.6461262386599287,1.1771649477590753,"[0.24536962673975493, 0.24867730553158987, 0.32655810617570324, 0.5553893389562835, 0.4426275619619109, 0.3012994681289638, 0.31092180643248357, 0.22582425206073034, 0.11576875771422261, 0.09441919460328806, 0.06465008547677367, 0.03247539177437933, 0.02375514768681451, 0.0192446766070396]","[0.003355307073435615, 0.001342122829374246, 0.0, 0.13823865142554734, 0.4337293610261105, 0.29370121249473086, 0.4082290272679998, 0.278266799956927, 0.6800089002162847, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1080256986788403, 0.11977385158555769, 0.06733697397752644, 0.2424131063190952, 0.13811243173262872, 0.15731063282409372, 0.5854018631322832, 0.5063167362480393, 0.19226855122944786, 0.4237931255862197, 0.20774172822853904, 0.08510247349500151, 0.028940571794596474, 0.0028654031479798487]","[0.20736167513488482, 0.1880422644080322, 0.09305516166767347, 0.21219152781659797, 0.24889840819761797, 0.23054496800710797, 0.41890922259392105, 0.31619435556282127, 0.4643098378020247, 0.3796264207826541, 0.3181262966355065, 0.12750811079722732, 0.015133538402701222, 0.0]","[0.24199374896614664, 0.5017541276032256, 0.2701752994786599, 0.22729033130744405, 0.3127539464486528, 0.40128077360209125, 0.3461429573819566, 0.31642980086332845, 0.2000277443985997, 0.21350587725241038, 0.024505696097837634, 0.00673906642690535, 0.0006126424024459409, 0.0]"
900,furniture,922,1392,4176,triangles,"[[-0.4999989949, -0.1021424235, -0.1875534389], [0.5000010051, 0.5226068352, 0.1874601557]]","[-3.794341497395457e-11, -3.3978862437310025e-11, 1.7770496986787058e-12]",1.2373143627958954,1.0540864259329525,0.234244232844652,0.2068639891257357,0.2419950586484222,1.1986043457577233,10.808526973083415,"[0.3732642843458654, 0.38028971686628676, 0.3414971112100471, 0.2080138933220412, 0.32164262800016064, 0.32347534952722706, 0.4844493903212296, 0.3069808557836291, 0.08430519024505635, 0.06567252138654751, 0.06017435680534819, 0.05070529558217157, 0.03298898748719596, 0.021076297561264088]","[0.003975944667448229, 0.056886592934259274, 0.0, 0.46870270791264695, 0.12738315030709133, 0.8722610916586422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23001871813575084, 0.1689326660808981, 0.2289375490728331, 0.3386762089589845, 0.3827338482728827, 0.24758771540816424, 0.05676137580318176, 0.638970916184389, 0.36002929795161004, 0.050274361425675276, 0.0, 0.0, 0.0, 0.0]","[0.31553481248668447, 0.16220374807092305, 0.29307583198455667, 0.3427074061806169, 0.3693254571461017, 0.5661881257449998, 0.17329460263987503, 0.4023207494887339, 0.14806290849550924, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4585317281137878, 0.3961294787787595, 0.3771591949809109, 0.41684702555798886, 0.4730090499595143, 0.29603627084537415, 0.07363465421533337, 0.004742570949462149, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
901,furniture,1006,1992,5976,triangles,"[[-0.311065633, -0.4038586986, -0.5144714868], [0.6014642146, 0.4066187303, 0.4855285132]]","[-1.4748370994943543e-11, 3.848387456252162e-12, -8.046297125996626e-12]",1.5778416858218804,2.9696082143230234,0.46785870675589436,0.39690380925862395,1.469855223241214,1.2804026223672391,2.200587490816657,"[0.3902688598882894, 0.22884227917379887, 0.33491376803408673, 0.4338725914605943, 0.41469931942170846, 0.2520357534143866, 0.37944523857601514, 0.2971857166027307, 0.10978244473878189, 0.07700233447875124, 0.07019891536817884, 0.05319036759174784, 0.031543124967199306, 0.019482518362093686]","[0.0, 0.0, 0.023569679837782704, 0.7642839539006882, 0.27986934520667855, 0.5805063803403544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2721422706838183, 0.2225605673248422, 0.1902488954729252, 0.26489999940666453, 0.2409447944130019, 0.5562621438644679, 0.5011094625999889, 0.349300314675034, 0.17075047280366493, 0.016712933716508803, 0.0005570977905502934, 0.0, 0.0, 0.0]","[0.14833356434539957, 0.45237482816618035, 0.40217398516592084, 0.2569602472216673, 0.20902836887678677, 0.3400610777249218, 0.4393282813977513, 0.4001886410924642, 0.18180079301223925, 0.005956032220369772, 0.0, 0.0, 0.0, 0.0]","[0.26795540393679335, 0.5603827497460429, 0.5752142296687436, 0.36139372744980797, 0.18143843772103901, 0.19874183096418988, 0.280809353203134, 0.03658431714266182, 0.009146079285665455, 0.0002471913320450123, 0.0, 0.0, 0.0, 0.0]"
902,furniture,1007,1990,5970,triangles,"[[-0.5116757717, -0.2589549639, -0.252267757], [0.4883242283, 0.3958575287, 0.2581257669]]","[5.142699776851443e-12, 2.0722189516430703e-11, -3.3756240883290515e-12]",1.2997234127706112,2.133523136214759,0.22720486659513014,0.19701935922547892,2.2121872876617754,1.137994479855817,8.785397932859354,"[0.5010421602602754, 0.3430885437345828, 0.3282898301403974, 0.12201388351124247, 0.2962762864468536, 0.28570577673672126, 0.4638943689932387, 0.31469917479879866, 0.10087286409097769, 0.06553716020282083, 0.04681225728772917, 0.0607049271924746, 0.060402912629327954, 0.030805485440957257]","[0.0, 0.0015452631514364771, 0.006742966478995536, 0.809717891352714, 0.586778562140924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.29768243576161346, 0.291342902407431, 0.4454211261025624, 0.2839008415133906, 0.419236097030939, 0.0358321450453794, 0.39911496942853364, 0.43494711447391304, 0.14828995411087784, 0.0005512637699289139, 0.0, 0.0, 0.0, 0.0]","[0.3296785846104657, 0.6638122852291808, 0.2335004919617845, 0.33256130673345063, 0.20310087684667003, 0.2961341817248221, 0.2591829254211053, 0.2990169038478071, 0.0036689190656172647, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5101854782340804, 0.6490023493896351, 0.4302876649323303, 0.20934119798056317, 0.18389887754369302, 0.23567623141521823, 0.013167516717327535, 0.0002231782494462294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
903,furniture,1018,1932,5796,triangles,"[[-0.5583391981, -0.1721215487, -0.0943923498], [0.4416608019, 0.1834344392, 0.2264221366]]","[-5.362555892593883e-12, 1.4544892810642297e-11, -1.2417018886783362e-11]",1.108756959489157,0.6089062779774466,0.047193202245352416,0.03567188892538415,1.5687248193895829,1.011930086386965,7.248990207320177,"[0.3804418127491012, 0.47203544556379856, 0.30635413023345864, 0.23101602269645505, 0.2841590861042999, 0.392008244196691, 0.36981320006753227, 0.2704044108693283, 0.15317706511672932, 0.08909278277197523, 0.07002380119621912, 0.052830457152504604, 0.04032620693889405, 0.014379887745652142]","[0.7419769312081526, 0.6097634041327483, 0.016484638235864643, 0.27552895337088046, 0.038352015487521825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4983756229058762, 0.7261935761025133, 0.08395301457832524, 0.44838541877060073, 0.1261203241733477, 0.004388453034776092, 0.004197650728916262, 0.014882579857066747, 0.0015264184468786407, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5511237846526764, 0.6759138179108709, 0.3724383655136208, 0.3169975922239895, 0.01429483353112445, 0.0009658671304813817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7775529462235877, 0.5481056966394046, 0.30795968721090866, 0.012344722897283887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
904,furniture,1017,1781,5343,triangles,"[[-0.2096972198, -0.193562009, -0.4263588315], [0.1982157198, 0.211029988, 0.5736411685]]","[1.988533486396741e-12, 9.135142457674393e-12, 2.3594021728017888e-11]",1.1532942600783034,1.6941652941665324,0.1499774426540239,0.13562184026438434,2.337521976736243,1.1075020762084666,9.861286024345784,"[0.3183214070749065, 0.43450872065724744, 0.45010646960391787, 0.3116366575263335, 0.29826715842918744, 0.29253737310183914, 0.347606976525798, 0.25943194676604886, 0.13815149067050944, 0.12191709890968921, 0.08944831538804875, 0.060162745937157334, 0.035333676185314626, 0.02578403397306743]","[0.0, 0.2138984696201337, 0.3802259195967497, 0.8632942233868596, 0.2537691443573266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14877728040900853, 0.3072049790067095, 0.38735706340723847, 0.6184309655920409, 0.32248480780547256, 0.32248480780547256, 0.3093495163819745, 0.21070079711978507, 0.05388150155353282, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10616696806821645, 0.22133917003507628, 0.3993110294530016, 0.5085587354339118, 0.5080847757550359, 0.49742068298032666, 0.12678421409932097, 0.0021328185549418484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19297211478942589, 0.44702740720661094, 0.5935002172275005, 0.5736323324627622, 0.2849139219453955, 0.021347408098282603, 0.00021136047622061983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
905,furniture,1021,1918,5754,triangles,"[[-0.4369423396, -0.5511236376, -0.1705314702], [0.499082487, 0.4488763624, 0.7208101385]]","[-9.071413897561432e-12, 8.740312404255367e-12, -1.482655084528135e-11]",1.6342069450995074,1.9105885948510122,0.43470190356518623,0.4330240384781554,0.32887068071981695,1.3166548814968904,2.4031840437065712,"[0.3590916076747139, 0.24262128842048908, 0.25956242576655814, 0.5351584279499316, 0.37966298873779775, 0.2849741317856617, 0.34971347807242564, 0.289209416122179, 0.13673918000755741, 0.06746202907452502, 0.04265536367492389, 0.024504145089849893, 0.02510918570935236, 0.028739429426367157]","[0.0, 0.0, 0.007760336758671321, 0.4641059934698068, 0.7463172643766102, 0.34088698786261096, 0.3336944806228668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17092985695118662, 0.19405722484349336, 0.14434667546577656, 0.20282967473367866, 0.17651232506312273, 0.18395561587903753, 0.7536331951113748, 0.3184665141952124, 0.3349480867161666, 0.1549799480599406, 0.023659031522014942, 0.0, 0.0, 0.0]","[0.18441228118732325, 0.19190871538192988, 0.24498346947974486, 0.25967648050117387, 0.30465508566881366, 0.36342712975452973, 0.36402684449009826, 0.3499335482042378, 0.5316471130815026, 0.19790586273761518, 0.005997147355685309, 0.0, 0.0, 0.0]","[0.2898636511402857, 0.5613321090351303, 0.30129096815639317, 0.309094989533247, 0.3311134784179418, 0.3904797838918657, 0.3166202958609275, 0.22046360389612119, 0.05964502052309726, 0.006967876229333792, 0.00027871504917335166, 0.0, 0.0, 0.0]"
