Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Eccentricity,A3,D1,D2,D3,D4
95,animal,956,1908,5724,triangles,"[[0.025, 0.025, 0.025], [0.254726, 0.413236, 0.975]]","[0.13987839126692184, 0.23705310151400955, 0.5200975569584385]",1.0516659292627102,0.6463025328913758,0.08430148571278993,0.04640610406465313,1.1084216021371749,26.033467277432823,"[0.6142884317813943, 0.5148807602483055, 0.3492013076931577, 0.30586975856334986, 0.22940231892251237, 0.18607076979270448, 0.20136425772087196, 0.11470115946125618, 0.03313589051102957]","[0.2136970843547563, 0.9191901984574449, 0.330791377151883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44323298413298845, 0.6588598412787666, 0.5051258783137211, 0.33342301058652735, 0.05590325926001656, 0.0, 0.0, 0.0, 0.0]","[0.30482963516643113, 0.8411341804592432, 0.4450186652429717, 0.03912252002136015, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4867584311808949, 0.8722260905553608, 0.04783175335303592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,animal,5169,10061,30183,triangles,"[[0.025, 0.025, 0.025], [0.272288, 0.537454, 0.975]]","[0.1486440036571482, 0.32321373985629465, 0.5080246567406119]",1.1073664511172443,0.7578635049407775,0.11943035564562511,0.07245586542207491,0.7331173749996412,25.528098921533044,"[0.5091640138667393, 0.4911632659017536, 0.3985879906532555, 0.4037310615003943, 0.3471572821818677, 0.1877220859205655, 0.11829062948419196, 0.08228913355422049, 0.033429960506402075]","[0.10421034798363829, 0.6856738838343737, 0.7204106664955864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6363647388063864, 0.3901646103501451, 0.5549935099098321, 0.3129662649867474, 0.19195264252520508, 0.0, 0.0, 0.0, 0.0]","[0.4780024064484351, 0.6984763846165117, 0.5039405215270324, 0.17230319302211033, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7190160974824189, 0.6839049080087551, 0.12365244988551154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
97,animal,3601,7083,21249,triangles,"[[0.025, 0.025, 0.025], [0.280377, 0.543507, 0.975]]","[0.1526886501438755, 0.3331375394239706, 0.5038443207879919]",1.1120103062373117,0.7360569416511943,0.1254070156320378,0.07576061021123613,0.6143203994621775,21.061806455119452,"[0.5010578998761425, 0.5245449889328367, 0.3523063358504127, 0.3470869827267029, 0.3784031014689618, 0.21399347807210253, 0.1800676827679887, 0.08350964997935709, 0.028706442180404]","[0.13481686771219492, 0.752216841439633, 0.6449761512140234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.43817920964177415, 0.4088274922495022, 0.689765358718391, 0.34802750622265316, 0.20965512423051397, 0.0020965512423051394, 0.0, 0.0, 0.0]","[0.28041512357800397, 0.7324000267136025, 0.55714057447735, 0.2730357782206881, 0.0018448363393289734, 0.0, 0.0, 0.0, 0.0]","[0.5418468629075782, 0.7958878253390245, 0.2701195043574871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,animal,4195,8236,24708,triangles,"[[0.025, 0.025, 0.025], [0.279628, 0.519559, 0.975]]","[0.15233294383508508, 0.3123079715068295, 0.5032936552423793]",1.1008742084657084,0.7682081562122101,0.12022267227161298,0.0724110171330476,0.7644957444065977,21.23360376458458,"[0.5255682145506552, 0.5359242384826878, 0.3676388495871578, 0.3158587299269947, 0.32880375984203547, 0.2381885504367501, 0.17346340086154627, 0.0776701794902446, 0.025890059830081535]","[0.12235900832043983, 0.7975994616443486, 0.590646571028296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5002088531359539, 0.41966674966491047, 0.6358587116135007, 0.36667852369711873, 0.18651855540662687, 0.010597645193558346, 0.0, 0.0, 0.0]","[0.3197589514596902, 0.7075126224826478, 0.59173782971276, 0.21684802455312321, 0.0018376951233315527, 0.0, 0.0, 0.0, 0.0]","[0.5665390316147694, 0.8049188427313663, 0.17646297706033798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
99,animal,1450,2888,8664,triangles,"[[0.025, 0.025, 0.025], [0.337893, 0.511845, 0.975]]","[0.18165183790706815, 0.29870950818328995, 0.4502685206414836]",1.112393852677189,1.0125345105925208,0.14223039993989103,0.09705357857809077,0.9744375760967119,14.470085605301465,"[0.5740646576733107, 0.5099949414151287, 0.34853925644451006, 0.3587904110458192, 0.27678117423534626, 0.22296261257847336, 0.15889289632029135, 0.0896976027614548, 0.02306509785294552]","[0.17523824284444264, 0.5799920603878014, 0.7955506068955671, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3612727794099462, 0.6408290968104997, 0.492449205267129, 0.3526710465668522, 0.30321108271906194, 0.0, 0.0, 0.0, 0.0]","[0.18622627306380451, 0.6414460516642155, 0.7259376014802009, 0.16381014760242063, 0.0068972693727335005, 0.0, 0.0, 0.0, 0.0]","[0.3964073790916363, 0.881929595343408, 0.2550528098031459, 0.0030729254193150105, 0.0, 0.0, 0.0, 0.0, 0.0]"
100,animal,606,1208,3624,triangles,"[[0.025, 0.025, 0.025], [0.558031, 0.458469, 0.975]]","[0.29130319960494766, 0.21020809763643206, 0.5215063235795531]",1.1723981494876217,1.1536664101219571,0.20941431001259955,0.10174763871194477,1.3114136269123409,8.336496449207994,"[0.482467856522515, 0.6264504105632656, 0.3511153510818303, 0.2652310206013826, 0.30059515668156694, 0.22986688452119824, 0.17682068040092172, 0.08083231104042136, 0.012630048600065839]","[0.15247410552024984, 0.8187859466437416, 0.5534810030385069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2901922669895572, 0.6812314920109463, 0.5639197245045297, 0.3004827729111727, 0.20786821961663318, 0.014406708290261706, 0.0, 0.0, 0.0]","[0.22707102636603224, 0.6208973377196194, 0.7220149041482431, 0.2040091252507321, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.40872609849556907, 0.8789147681934794, 0.24585028480936486, 0.003073128560117061, 0.0, 0.0, 0.0, 0.0, 0.0]"
101,animal,1143,2204,6612,triangles,"[[0.025, 0.025, 0.025], [0.408786, 0.685159, 0.975]]","[0.21699907888893463, 0.3266873793461525, 0.5490867849125343]",1.2188525747919638,2.763238935839689,0.24000589654793245,0.15614110444033938,7.651885308375778,8.79088606269925,"[0.4499957986799236, 0.5415203679029589, 0.4525381478250079, 0.37118297518230986, 0.3025395482650334, 0.22118437562233534, 0.13474450468946864, 0.0533893320467706, 0.015254094870505884]","[0.11063679731934145, 0.6820076547082693, 0.7229281139907654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3340524695147219, 0.52277042307174, 0.5596463450311574, 0.4728794698325284, 0.2798231725155787, 0.0, 0.0, 0.0, 0.0]","[0.20076849095286675, 0.5610259700458613, 0.7167622761121037, 0.36025747909299455, 0.0375268207388536, 0.0, 0.0, 0.0, 0.0]","[0.3626438419923337, 0.8109119244550794, 0.45666261584219797, 0.04868829360082258, 0.0, 0.0, 0.0, 0.0, 0.0]"
102,animal,127,226,678,triangles,"[[0.025, 0.025, 0.025], [0.401002, 0.450621, 0.975]]","[0.21295683480273409, 0.2400952743615369, 0.4684831607465652]",1.1068110677279117,1.009815428873834,0.151975699012019,0.08152863828421722,1.3697876776652609,9.065582212265856,"[0.3910596205041005, 0.5479980208379829, 0.47596072232406966, 0.38848685984288933, 0.27528539074959707, 0.25984882678232996, 0.1440745970278265, 0.06946453785270207, 0.020582085289689498]","[0.07909045154416579, 0.9327218768311966, 0.3518161465240478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28136035093541284, 0.6704757298886433, 0.5966435810616202, 0.31129230316258444, 0.13569151676317784, 0.0, 0.0, 0.0, 0.0]","[0.17461072396943664, 0.6044217368172806, 0.7656008666352222, 0.13431594151495127, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830360482936365, 0.903620186221748, 0.28662409913544595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
103,animal,15752,31432,94296,triangles,"[[0.025, 0.025, 0.025], [0.248663, 0.730227, 0.975]]","[0.1365852957582011, 0.3828939373624576, 0.5234033515186153]",1.2041055846967905,0.9556223572373382,0.14143544298590535,0.06543630856374931,1.8020587617842372,30.051971353941703,"[0.6135247446462981, 0.4751553341516011, 0.3367859236569041, 0.28718179536635235, 0.3080677441202689, 0.2427991542642797, 0.1801413080025301, 0.11226197455230137, 0.0548256154790309]","[0.47430053215980034, 0.7063324471732279, 0.525484042824527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.47008994007480065, 0.5963537669543959, 0.6021813281949926, 0.2447575721050615, 0.02913780620298351, 0.0, 0.0, 0.0, 0.0]","[0.32614537511920305, 0.8538780926487678, 0.4015357633377123, 0.057362251905387476, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6958709132718061, 0.7175266470873186, 0.03031802734171769, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
104,animal,233,462,1386,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.781594, 0.282277]]","[0.5020254492457196, 0.4325574582861275, 0.15401603774318307]",1.2414209340771567,0.9960922886048166,0.1759725641052304,0.07800721388196019,1.4360740241598449,31.655554584365326,"[0.5277696540055681, 0.480740674935765, 0.46245162751973046, 0.35533006408295675, 0.232532174289582, 0.22730673217071498, 0.17243958992261138, 0.11495972661507424, 0.039190815891502584]","[0.1530846893804223, 0.7515066569584368, 0.6417186474027804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2872434686427423, 0.5322452507203754, 0.6357373828048929, 0.44564979326190163, 0.17319091491694755, 0.038017517908598246, 0.0, 0.0, 0.0]","[0.21330145538708864, 0.6810678049201777, 0.6324201045687364, 0.29749939830304467, 0.04677663495330891, 0.0, 0.0, 0.0, 0.0]","[0.40624010463894383, 0.894323453802217, 0.18749543291028176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
105,animal,146,260,780,triangles,"[[0.025, 0.025, 0.025], [0.269551, 0.975, 0.946481]]","[0.14709759424698668, 0.46730743985955814, 0.4512754830503424]",1.3458946559675464,0.9797671720055168,0.19611302647808773,0.09050749063907478,1.0151897640982306,37.93900778785405,"[0.5428186918913513, 0.48308266359708785, 0.4389299470317626, 0.31426345320025606, 0.3012773600928075, 0.22076358282662614, 0.17920808488279064, 0.09090265175214018, 0.025972186214897195]","[0.22087053285625494, 0.3966337033686268, 0.8897038365759001, 0.04821821491932326, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3092834232452713, 0.47652557062975137, 0.5681651034431651, 0.4627796407077393, 0.3551031896519782, 0.11913139265743784, 0.0, 0.0, 0.0]","[0.1900238514292661, 0.6379372155125361, 0.6650834800024313, 0.31412106052592964, 0.12603622798879893, 0.005817056676406105, 0.0, 0.0, 0.0]","[0.37391988269460913, 0.8913029040557213, 0.25640220527630336, 0.0045786108085054174, 0.0, 0.0, 0.0, 0.0, 0.0]"
106,animal,346,690,2070,triangles,"[[0.025, 0.025, 0.025], [0.21348, 0.65884, 0.975]]","[0.12326475780289013, 0.3622025654580458, 0.5694438916989397]",1.1574877347082344,0.5517867586536922,0.09702135540296822,0.057445207953791995,0.45014645868640774,45.801195513391754,"[0.6257850427158705, 0.502679788411109, 0.33084537094404626, 0.30519844296388765, 0.2333870446194435, 0.23851643021547522, 0.16157564627499935, 0.11284648311269796, 0.05385854875833312]","[0.1583224997147475, 0.738838332002155, 0.655020538035524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4029959812545581, 0.4809952034328597, 0.5329946848850607, 0.5199948145220105, 0.22749773135337956, 0.002166645060508377, 0.0, 0.0, 0.0]","[0.3764833605499439, 0.6799750491565314, 0.5762500416580775, 0.2497083513851669, 0.03841666944387183, 0.0, 0.0, 0.0, 0.0]","[0.6579822128107564, 0.7443992315439664, 0.11370660359632888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
107,animal,3051,6052,18156,triangles,"[[0.025, 0.025, 0.025], [0.263878, 0.888063, 0.975]]","[0.14443928317645338, 0.486655904545256, 0.4477502330686803]",1.3055422018659526,0.9644373558578672,0.18694448088393661,0.10499145583961139,0.7195513329100202,31.80821568552639,"[0.5690209462887743, 0.49435303930970437, 0.37333953489534966, 0.3578910024169214, 0.27292407378556593, 0.2368774980025667, 0.16220959102349675, 0.08239217321828406, 0.02574755413071377]","[0.16403674399036208, 0.5503662718928971, 0.8186506662696575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37283473799491357, 0.3929276280664958, 0.627344678901621, 0.4889269917418328, 0.2545099409067075, 0.09599936367533703, 0.0, 0.0, 0.0]","[0.24770409970353557, 0.6347417554903099, 0.663769579674318, 0.2941486183979485, 0.09288903738882584, 0.0019351882789338717, 0.0, 0.0, 0.0]","[0.38968189574689893, 0.8673564776301944, 0.30954569944410926, 0.004713893900164101, 0.0, 0.0, 0.0, 0.0, 0.0]"
108,animal,11105,22258,66774,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.907116, 0.282553]]","[0.5587249477941192, 0.47639664530420583, 0.1602060669112573]",1.3217269707715735,1.0005284266194057,0.2065809116960186,0.10136802699991662,0.8618544648170307,36.18398041545676,"[0.6060760444223109, 0.5502866177390856, 0.3271289110061845, 0.27641125038507064, 0.2459806540124023, 0.21301417460867828, 0.14961709883228594, 0.12933003458384038, 0.03803824546583541]","[0.18965160933375466, 0.5944542040461386, 0.780918391374284, 0.0286867980504839, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44401973278049267, 0.4918372424645457, 0.5783641647499751, 0.37115495611907845, 0.2732429124803032, 0.11840526207479804, 0.0, 0.0, 0.0]","[0.2811235231902666, 0.758673097840399, 0.560444972513929, 0.1748011650606145, 0.027031107999064097, 0.0, 0.0, 0.0, 0.0]","[0.5722040102684445, 0.8062874690146263, 0.14993581017729293, 0.0015299572467070708, 0.0, 0.0, 0.0, 0.0, 0.0]"
109,animal,1288,2568,7704,triangles,"[[0.025, 0.025, 0.025], [0.83322, 0.975, 0.465593]]","[0.3983778311230571, 0.32048803682333776, 0.24978899117174505]",1.3228158451005188,2.4372189150566355,0.31531019346573946,0.15392998624382742,5.402375726480849,4.702745930881563,"[0.34861517335517606, 0.5793532737053646, 0.47652433767973706, 0.3887435386334697, 0.3009627395872024, 0.24829426015944195, 0.10032091319573412, 0.042636388108187005, 0.022572205469040176]","[0.16735112086327197, 0.9687316915012166, 0.17687516839207607, 0.04762023764402048, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18514687309465913, 0.6394247679042352, 0.6470596905060768, 0.3645675542379371, 0.07253176471749533, 0.0, 0.0, 0.0, 0.0]","[0.15345647713523602, 0.6709259930563808, 0.6798478812619178, 0.2515972473961428, 0.02855004225771833, 0.0, 0.0, 0.0, 0.0]","[0.3624505174619119, 0.8204561713456006, 0.4415306303626927, 0.023065032929394394, 0.0, 0.0, 0.0, 0.0, 0.0]"
110,animal,453,902,2706,triangles,"[[0.025, 0.025, 0.025], [0.47055, 0.719399, 0.975]]","[0.24692173758848807, 0.3044466495269097, 0.4736504050998597]",1.2582546537569412,1.5988792122887046,0.27926341183628883,0.1522762313696598,1.5585845064709236,8.34609623283514,"[0.33539479145735845, 0.6052236838328273, 0.4539177628746205, 0.3807865677448205, 0.33035126075875154, 0.1992194625949723, 0.1286100328144758, 0.06556589908188963, 0.022695888143731024]","[0.13328047849265962, 0.6541467162800649, 0.7445323281314088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2725525600975376, 0.5867161980725619, 0.5971189675419335, 0.4348357638197356, 0.1893304043425643, 0.0, 0.0, 0.0, 0.0]","[0.10641224444778442, 0.5861691431445752, 0.7124209585910991, 0.3697374595219628, 0.028857557816348318, 0.0, 0.0, 0.0, 0.0]","[0.2748606533544476, 0.8422630547235703, 0.46292320564959594, 0.02732532811126087, 0.0, 0.0, 0.0, 0.0, 0.0]"
111,animal,1238,2442,7326,triangles,"[[0.025, 0.025, 0.025], [0.414531, 0.678081, 0.975]]","[0.21975609153742437, 0.3031397201618947, 0.47261251709822416]",1.2168603833316294,1.2192858339129191,0.2303678066921921,0.1316422196968656,0.9248553592814538,8.828313811433082,"[0.44347163921215127, 0.5727119454968354, 0.45107401017007387, 0.3218337038853898, 0.3015607146642629, 0.23820762334824125, 0.13177442993732494, 0.05321659670545815, 0.020272989221126914]","[0.1247147016087857, 0.8876752290978276, 0.4431039986570974, 0.011737854269062183, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2730321274099888, 0.6528136580178678, 0.5748044787578711, 0.37567578433103715, 0.16628272421209842, 0.010264365692104841, 0.0, 0.0, 0.0]","[0.1603201112303136, 0.6360526152072224, 0.7231831104410885, 0.21608362817998789, 0.006970439618709287, 0.0, 0.0, 0.0, 0.0]","[0.36224565137467873, 0.8652767305761977, 0.34642706397840456, 0.007909293698137091, 0.0, 0.0, 0.0, 0.0, 0.0]"
112,animal,7691,15294,45882,triangles,"[[0.025, 0.025, 0.025], [0.937056, 0.975, 0.655766]]","[0.4231635151106672, 0.6007934989709508, 0.31455292907966764]",1.4602095376664268,1.999055792131114,0.4872423486981327,0.25265432845467545,1.1065445054106409,3.3882486576582633,"[0.24124050899792848, 0.6114610921135613, 0.5350284555993662, 0.4012713416995246, 0.26512570790861445, 0.2078012305229681, 0.06926707684098937, 0.04777039782137198, 0.009554079564274395]","[0.007237064758689522, 0.7772607550832548, 0.6281772210542506, 0.034737910841709706, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12803944222324284, 0.49215160604558966, 0.7022163159430974, 0.4541398966355644, 0.20406286104329327, 0.020006162847381694, 0.0, 0.0, 0.0]","[0.08402954774321124, 0.4052091524505964, 0.7189194640252518, 0.5471257219724643, 0.11203939699094832, 0.0, 0.0, 0.0, 0.0]","[0.14253471183812344, 0.649890412309539, 0.7245514518437941, 0.179865231605251, 0.0, 0.0, 0.0, 0.0, 0.0]"
113,body_part,6100,11092,33276,triangles,"[[0.025, 0.025, 0.025], [0.326302, 0.975, 0.168733]]","[0.1768837472442596, 0.5519229479743113, 0.1000324416050352]",1.0069469054984974,0.4002323849961151,0.040716063275664745,0.018621116307605136,1.634831065530971,71.73064651450876,"[0.7074246264030086, 0.49790862206762276, 0.2736032527203274, 0.19472663932347622, 0.21198089850403742, 0.18979685098617305, 0.18733195681752143, 0.1355691792758379, 0.06655214255359314]","[0.868556664501551, 0.4799143603856028, 0.12365891494598354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6911772531382782, 0.6445003477315373, 0.3069904163289495, 0.0987396075911826, 0.05385796777700869, 0.0, 0.0, 0.0, 0.0]","[0.6981426963806746, 0.7027559741100623, 0.1368605726385023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9810299519992141, 0.19385621805972494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
114,body_part,2910,5418,16254,triangles,"[[0.025, 0.025, 0.025], [0.3384, 0.975, 0.175952]]","[0.18143431915026803, 0.5761318816715464, 0.0937231217643201]",1.0116847662706006,0.39058682999840766,0.04492630207153657,0.02560095680934646,0.8038740678846188,69.31866352731039,"[0.7358024874692264, 0.4434634520437425, 0.3072037321420339, 0.1882861584096337, 0.14864696716550027, 0.19076360786239202, 0.18580870895687535, 0.1560793155237753, 0.12139502318515856]","[0.7150716394214578, 0.6724514754824304, 0.19100147543045562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6896530758956851, 0.6411909678597721, 0.27772515759042454, 0.16961737812569552, 0.08574065267892302, 0.0, 0.0, 0.0, 0.0]","[0.6445609987526671, 0.754273509178653, 0.12495035909626172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9742291741487188, 0.2255604491871418, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
115,body_part,2873,5399,16197,triangles,"[[0.025, 0.025, 0.025], [0.467031, 0.975, 0.704194]]","[0.20599645474438716, 0.5688532093481137, 0.4444948964827802]",1.2486776584038812,0.46135500002100355,0.2143018055631832,0.06938381382675635,0.18035865400633855,14.066061954607132,"[0.6434151424190835, 0.502668080014909, 0.34684097521028723, 0.3016008480089454, 0.18598718960551633, 0.18347384920544177, 0.19101387040566542, 0.1281803604038018, 0.03016008480089454]","[0.6955359384125255, 0.6906946209757794, 0.19526646994876007, 0.03227544957830745, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6033188988529617, 0.7019748194201128, 0.294070532459777, 0.22766750900111765, 0.07019748194201128, 0.0, 0.0, 0.0, 0.0]","[0.5691032179913303, 0.778332342252849, 0.259444114084283, 0.053562655810948746, 0.011716830958645038, 0.0016738329940921483, 0.0, 0.0, 0.0]","[0.8701450326662913, 0.49016286742727777, 0.05085263177919885, 0.0014125731049777458, 0.0, 0.0, 0.0, 0.0, 0.0]"
116,body_part,26926,51956,155868,triangles,"[[0.025, 0.025, 0.025], [0.299498, 0.975, 0.18297]]","[0.16220900240621833, 0.5686514650353518, 0.08720988107545823]",1.0014008552542784,0.3249186968607545,0.04005166670425063,0.023116377603346012,0.5675866536374945,70.54004958452646,"[0.7729107847208779, 0.3985321233717027, 0.24153462022527436, 0.18598165757346125, 0.2608573898432963, 0.1618281955509338, 0.16907423415769204, 0.14975146453967011, 0.07487573226983506]","[0.3617041012874426, 0.9094274546655701, 0.20521171460797766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8918221129555399, 0.2645680531557692, 0.25931173421889964, 0.09461374086365257, 0.241790671096001, 0.0, 0.0, 0.0, 0.0]","[0.8537304735061498, 0.5128210352801447, 0.09032643235048002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9922950393946366, 0.12389735587492087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
117,body_part,2284,4316,12948,triangles,"[[0.025, 0.025, 0.025], [0.219052, 0.975, 0.198712]]","[0.12258000996251023, 0.5457860566517468, 0.08753969912099603]",0.9850543323329937,0.31482284982765096,0.025065152973250397,0.016041645218050803,1.0721327193386512,82.23058553566995,"[0.799391697973078, 0.399695848986539, 0.22806174912761343, 0.19279446833468353, 0.14812257933030562, 0.14812257933030562, 0.17868755601751155, 0.16928294780606357, 0.08699262595589378]","[0.7234510886330756, 0.6565238954115136, 0.21352961646879323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7415092606776255, 0.596470774481513, 0.2574433129980998, 0.155916372660821, 0.06164135663334784, 0.0, 0.0, 0.0, 0.0]","[0.7879219493617865, 0.6137955517127729, 0.049335812667220515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9952617495870552, 0.09723193821432263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
118,animal,472,888,2664,triangles,"[[0.025, 0.025, 0.025], [0.283933, 0.975, 0.197224]]","[0.1544668048575183, 0.5283829112882175, 0.08303967639164091]",0.9996036237754443,0.4772434428336938,0.03798541040669348,0.02059194360402761,2.266589415586584,63.9362087623063,"[0.712621143574601, 0.485878052437228, 0.256643278979664, 0.20680963257584575, 0.18438449169412754, 0.17192608009317298, 0.20182626793546393, 0.1918595386547003, 0.0797338342461092]","[0.7812441286444125, 0.4122309444762006, 0.46874647718664747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5020196377355108, 0.6537930165857816, 0.5370442636240349, 0.11869456551110916, 0.13426106590600873, 0.0, 0.0, 0.0, 0.0]","[0.4922007575216751, 0.8308855231475223, 0.25955281104036887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9025399188490634, 0.4306061946650628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
119,animal,450,837,2511,triangles,"[[0.025, 0.025, 0.025], [0.275279, 0.975, 0.216721]]","[0.1521753941242585, 0.5371211071670198, 0.09144819434153431]",1.0009478106684684,0.4986183997591023,0.04417119124466399,0.020680704828363677,2.562842138816527,30.462762927027114,"[0.7451446433898853, 0.4422005916510467, 0.24919591352710918, 0.21254945565547548, 0.1930046781239375, 0.18323228935816852, 0.188118483741053, 0.18323228935816852, 0.04641884663740269]","[0.7162376572683041, 0.5780459210424196, 0.3909814976146978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6058155465765157, 0.6291910660585678, 0.44997875002950205, 0.136357196978637, 0.12661739719444862, 0.0, 0.0, 0.0, 0.0]","[0.5340142842182986, 0.8264140363839375, 0.17851774342744275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.874285518981607, 0.4854120222028518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
120,animal,467,870,2610,triangles,"[[0.025, 0.025, 0.025], [0.272396, 0.975, 0.222875]]","[0.1459849244176232, 0.5328733705818846, 0.11961229445439353]",1.0014286277319018,0.4784529323726682,0.041235109521851186,0.02198996632029325,2.0027012095477974,46.14554480307336,"[0.7324365962218289, 0.4596162533338322, 0.26544682010723997, 0.19908511508042998, 0.22366352434961886, 0.13272341005361998, 0.1745067058112411, 0.19662727415351108, 0.07373522780756667]","[0.7893057505922928, 0.4943459815818118, 0.3641682064319347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5298627204126527, 0.6903685809756096, 0.4583119151014551, 0.12956497177973625, 0.12569736068183368, 0.0, 0.0, 0.0, 0.0]","[0.44761698309920067, 0.8819384122449597, 0.14772837726046226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.89944812343816, 0.4370275428889723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
121,animal,471,882,2646,triangles,"[[0.025, 0.025, 0.025], [0.316116, 0.975, 0.205277]]","[0.18605702694326415, 0.5325205164997402, 0.11012391286239215]",1.0098258870642007,0.48069339613300566,0.0362635998557932,0.019537604592363797,2.5728203477464686,88.88656075755853,"[0.7624638976234799, 0.42736829930488046, 0.27438987398551984, 0.16511957018597653, 0.15055019634603745, 0.18454540197256203, 0.17726071505259247, 0.18940185991920838, 0.09712915893292738]","[0.7313592736038966, 0.5180461521360934, 0.4435558557505114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.584456053652193, 0.6525091557897771, 0.4063170509979287, 0.22017180103336037, 0.13810776610274425, 0.0, 0.0, 0.0, 0.0]","[0.4938281667844881, 0.8436876203684828, 0.2105348924222269, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9326102329487388, 0.3608852357735064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
122,animal,443,830,2490,triangles,"[[0.025, 0.025, 0.025], [0.281675, 0.975, 0.275883]]","[0.1540499996609826, 0.5387538700939308, 0.08708725081617802]",1.0155414000984893,0.47326202021677155,0.05370423419739151,0.024079921065551655,1.616376279221546,28.47368740202902,"[0.7189929676903779, 0.45642556993314093, 0.3214610196840939, 0.17422696486695166, 0.20612767674399912, 0.18895037034866588, 0.1914042712622849, 0.1570496584716184, 0.0392624146179046]","[0.6447163439631655, 0.6430152454302811, 0.413366943490895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.47544858213632035, 0.7622576458541817, 0.3811288229270908, 0.17324037405776857, 0.1328176201109559, 0.0, 0.0, 0.0, 0.0]","[0.49046678172448943, 0.8163690511598409, 0.30492836100634374, 0.0016133775714621363, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8509037170120516, 0.5252320989374064, 0.009700856708606452, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
