Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
1081,plant,979,789,2367,triangles,"[[-0.3246294009, -0.3128527113, -0.305724578], [0.6753705991, 0.3521744391, 0.3487158921]]","[-6.965536064770944e-11, -3.7343576265934355e-12, -2.651673874679057e-11]",1.3676817757336146,0.24349000179899108,0.3330409540904413,0.11644137128151578,0.009414047875705513,1.0002542074839118,7.118276601668684,"[0.32845344465162324, 0.5463696723531809, 0.4579398987931285, 0.347402681843063, 0.284238557871597, 0.221074433900131, 0.1421192789357985, 0.18001775331867811, 0.13896107273722522, 0.1452774851343718, 0.1484356913329451, 0.1105372169500655, 0.06948053636861261, 0.037898474382879604]","[0.28550219197569815, 0.8477488399769196, 0.4273775143685297, 0.11560211454230722, 0.05955260446118857, 0.01576392471031462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.24957340064986563, 0.6185079929148845, 0.6228483998827081, 0.34289215045807625, 0.19531831355206877, 0.09982936025994625, 0.039063662710413755, 0.0021702034839118753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1319624510279574, 0.6781403733381144, 0.6653106905992852, 0.2730889611550785, 0.07331247279330966, 0.010996870918996449, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.36469121834983637, 0.8574295755869485, 0.36144951863117114, 0.034037847045984726, 0.003241699718665212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1082,plant,1132,2240,6720,triangles,"[[-0.3522719261, -0.2278480675, -0.2166963894], [0.6477280739, 0.2278477168, 0.216696835]]","[-4.9066597811623775e-12, 3.683686509059481e-12, -3.0239538378767497e-12]",1.1813078916119288,1.2779921241287542,0.17909737612791765,0.0513669947651294,6.994615448924281,1.0005006079691197,22.266489553941337,"[0.5540552258766968, 0.6073867449450419, 0.31110052789868, 0.18073459239828077, 0.1688831437164263, 0.1540688328641082, 0.22221466278477142, 0.15703169503457182, 0.09481158945483581, 0.1392545220117901, 0.11258876247761752, 0.124440211159472, 0.10370017596622666, 0.03259148387509981]","[0.11041278978519214, 0.4330251599388005, 0.8522487211544519, 0.263955575580225, 0.06555759393495784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3830094802780816, 0.5605635439831526, 0.42359326626781213, 0.3956919133998724, 0.2967689350499043, 0.291695961801188, 0.17248109045635462, 0.012682433121790782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2067168325412034, 0.639290945081129, 0.6641735267759036, 0.31773142779481267, 0.08038987932157911, 0.00574213423725565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4823450121532515, 0.818524869108548, 0.3118189977556373, 0.011368400959840945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1083,plant,1075,558,1674,triangles,"[[-0.1319948658, -0.1422673854, -0.58990489], [0.1458085276, 0.1424229319, 0.41009511]]","[-1.217874208056569e-12, -5.9020214084198706e-12, -4.408471845500837e-11]",1.0762078340863952,0.203436075567345,0.0685811480190347,0.026971826431059442,0.10233184920931938,1.0003984579196536,10.702062021992417,"[0.3745992878022791, 0.557177091941205, 0.34626824922899746, 0.32738089018014305, 0.27701459938319795, 0.2833103857328161, 0.25497934715953446, 0.17313412461449873, 0.16998623143968966, 0.15424676556564432, 0.11332415429312644, 0.04721839762213602, 0.03462682492289974, 0.03462682492289974]","[0.5156250104795017, 0.7900705805734299, 0.33099799059813173, 0.01164314539792423, 0.014969758368759726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44507173562203434, 0.7806996018288144, 0.40859044581694953, 0.1586936106521188, 0.009120322451271196, 0.005472193470762717, 0.012768451431779673, 0.0036481289805084783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.30500472572759874, 0.888693972424577, 0.34216266185684935, 0.010837731371031428, 0.0015482473387187755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.630074269198803, 0.7756978417138582, 0.03604543874135029, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1084,plant,1111,611,1833,triangles,"[[-0.5365758229, -0.1508036522, -0.1661218046], [0.4634241771, 0.1608384128, 0.186775684]]","[-2.263955344814552e-11, -1.506405220460331e-11, 6.099165058220373e-12]",1.1052861231996225,0.1587773541757837,0.1035961012349943,0.046109713440466084,0.016646711855665634,1.0016795130984957,6.399908684889658,"[0.26071319867301407, 0.4451200952953899, 0.4451200952953899, 0.3433783592278722, 0.3306606422194325, 0.34973721773209204, 0.2543543401687942, 0.2511749109166843, 0.16850975036182617, 0.10810059457173754, 0.11128002382384747, 0.06676801429430848, 0.03815315102531913, 0.006358858504219855]","[0.33212167433798184, 0.8594076315343654, 0.3595131526338979, 0.14722919584054864, 0.013695739147958014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2186454038127584, 0.7376905798204371, 0.5722805786751328, 0.2737820708611931, 0.0722480464772593, 0.00950632190490254, 0.015210115047844062, 0.0019012643809805077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1847198579974619, 0.7098031580458027, 0.6636231935464373, 0.1470917387757567, 0.005131107166596164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.33935600783818853, 0.9089359152670424, 0.24218358268628432, 0.004484881160857117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1085,plant,1058,541,1623,triangles,"[[-0.6102428838, -0.1423495363, -0.1349465882], [0.3897571162, 0.1725561935, 0.2053679277]]","[1.0202866828514181e-10, -5.693032416290673e-13, -8.665123928788312e-12]",1.1022611253206394,0.21779411800277793,0.08665705637898773,0.03528889936735745,0.07335164190834063,1.0034010389504486,11.070114111171037,"[0.35999677473204283, 0.5607029411755712, 0.4141555815501378, 0.3026521557481776, 0.19752035427775802, 0.2899089070850965, 0.24530753676431238, 0.18159129344890657, 0.1401757352938928, 0.1465473596254334, 0.12424667446504134, 0.11150342580196018, 0.08283111631002756, 0.028672309491932616]","[0.4850538978720339, 0.7850872367619518, 0.38504278490872795, 0.0016668518827217661, 0.010001111296330596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.41321572907126114, 0.7690403846604027, 0.4208678722022104, 0.24104250862490234, 0.04973893035117032, 0.00573910734821196, 0.00573910734821196, 0.00765214313094928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2987331250691141, 0.860674354928853, 0.41015250685164856, 0.0419841148745782, 0.003229547298044477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5832743189255138, 0.8089633770022202, 0.07327566820672284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1086,plant,1197,686,2058,triangles,"[[-0.5012640506, -0.1541046276, -0.1392600724], [0.4987359494, 0.1492850106, 0.1740990175]]","[-5.708397025508054e-12, -1.974273896671188e-12, 8.201972702192767e-12]",1.090980839332242,0.38457761681208624,0.08778199565881316,0.043872054335237984,0.26129054580241173,1.0021372287836667,14.872275267691178,"[0.3715825553549192, 0.6253462516948639, 0.42596049028490734, 0.30209963849993426, 0.21449074333495333, 0.17219679394496254, 0.1782387867149612, 0.1268818481699724, 0.17521779032996188, 0.11479786262997503, 0.105734873474977, 0.12386085178497305, 0.06041992769998686, 0.024167971079994743]","[0.3688678267555931, 0.7522723166345594, 0.516051540879746, 0.17807412326132083, 0.001817082890421641, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2810654781713317, 0.6896914425896524, 0.5124039871277355, 0.3588989952033928, 0.21620421397794745, 0.08215760131162003, 0.021620421397794746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12347262799501359, 0.6934764038076106, 0.6884021862187744, 0.17252339802042996, 0.013531246903563133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.354185955195405, 0.9162000328608411, 0.1873380258884787, 0.005854313309014959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1087,plant,1183,1460,4380,triangles,"[[-0.3117488816, -0.2704240756, -0.294857789], [0.6882511184, 0.3473154957, 0.3379304743]]","[3.479069094289799e-11, 2.4130956854895213e-11, 1.684361459917782e-11]",1.334924403897141,0.21191062962912743,0.3047210060537997,0.10146158275505654,0.008173396856629642,1.0038403651373746,7.8472593167608435,"[0.3740991723298103, 0.5532895321852657, 0.43382929228162875, 0.28293214714019266, 0.2955069092353123, 0.2232020271883742, 0.23263309875971397, 0.18233405037923528, 0.14460976409387624, 0.12260393042741682, 0.1037417872847373, 0.09431071571339755, 0.06601750099937828, 0.034580595761579104]","[0.37883830733403473, 0.8614679317458872, 0.3131038065180835, 0.11417044878559951, 0.057085224392799755, 0.005189565853890887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.30036263563153287, 0.6862451883525995, 0.5610940901727941, 0.3274787069038241, 0.1001208785438443, 0.07509065890788322, 0.03337362618128143, 0.0020858516363300894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2098742828870348, 0.7135725618159183, 0.6350978299538097, 0.20074931406585939, 0.05474981292705256, 0.010949962585410512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.46278935111596825, 0.8471126876828623, 0.2594182521826535, 0.030425597478212447, 0.001601347235695392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1088,plant,1150,1340,4020,triangles,"[[-0.2394103622, -0.2613459952, -0.3139179546], [0.3112493465, 0.3766379034, 0.6860820454]]","[1.5012568367906644e-11, 3.38286760585072e-12, 3.309145766988177e-11]",1.30776510492459,0.11095443505755473,0.2419882219446237,0.11185771744137915,0.0009652720256429393,1.0121446454162455,3.8201737169865853,"[0.2764855279006987, 0.3727894758211668, 0.4877328975326932, 0.4504539499505765, 0.38521579168187237, 0.26405921203999316, 0.21124736963199453, 0.1522223692936431, 0.1522223692936431, 0.13979605343293755, 0.09630394792046809, 0.06523815826870419, 0.03727894758211668, 0.01553289482588195]","[0.3386972716694844, 0.47804700629921504, 0.7702943664254558, 0.23418497069718633, 0.08902899712455017, 0.025160368752590267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.15641412772957927, 0.4499584496330363, 0.6513684223259192, 0.533522161707743, 0.23783518052031916, 0.08356371207470674, 0.023569252123635233, 0.006427977851900518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12624133647124003, 0.39844921823735135, 0.7179976011801776, 0.5286355964733176, 0.1716093167655919, 0.029587813235446882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.27574927127453386, 0.6985648205621524, 0.6213550246052829, 0.22243774549479065, 0.02022161322679915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1089,plant,1019,1886,5658,triangles,"[[-0.2629757199, -0.2394245734, -0.2934811212], [0.2742297643, 0.3051520535, 0.7065188788]]","[-1.009682764124654e-11, -1.147270794305034e-11, 2.9433788858557846e-11]",1.259028766478486,0.3340522076805883,0.2519327981931607,0.07993576693645901,0.05158321100881149,1.0116437500784432,9.45480574080209,"[0.6318379031996638, 0.48081323365437834, 0.32670642799592375, 0.19417457512965278, 0.16335321399796188, 0.15410680565845458, 0.1849281667901455, 0.17568175845063824, 0.13253185286627095, 0.14486039731894731, 0.1787638945638073, 0.15718894177162368, 0.1109569000740873, 0.04623204169753638]","[0.7995401355808002, 0.5001452363265179, 0.32535399456534725, 0.027689701665135937, 0.01730606354070996, 0.06057122239248486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7573697144527461, 0.5299610534551853, 0.3480341246571366, 0.09096346439902434, 0.0672338649905832, 0.05932399852110283, 0.07514373146006359, 0.04943666543425236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8435542358417858, 0.5032012719596753, 0.17424768964299436, 0.05699690782714769, 0.03908359393861556, 0.006513932323102593, 0.004885449242326945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9502927137678452, 0.3089105791311453, 0.037959350825437346, 0.007853658791469795, 0.003926829395734898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1090,plant,1014,1992,5976,triangles,"[[-0.437562636, -0.4041686302, -0.1308265306], [0.562437364, 0.505439098, 0.7194407727]]","[-2.628716092871294e-12, -2.0156739794718012e-11, 1.9421322950026114e-12]",1.59697861797277,0.8071798741483207,0.4996982546632639,0.17355345672897127,0.15438036554830512,1.3949852650542292,4.640322531794267,"[0.3440034354243331, 0.4951077481808159, 0.4115181283580807, 0.32149853777975057, 0.3472184208021306, 0.273273757112788, 0.20254407880124287, 0.23790891795701544, 0.14788932737868526, 0.11573947360071021, 0.14467434200088775, 0.10930950284511519, 0.05143976604476009, 0.012859941511190022]","[0.2079448116955014, 0.840301575130182, 0.49259057852458943, 0.0801098864728571, 0.011931259687446804, 0.015340191026717319, 0.013635725357082061, 0.02897591638379938, 0.013635725357082061, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3062653255143375, 0.591648924289061, 0.6032498835888466, 0.38051146503296474, 0.18561534879656816, 0.06728556393875595, 0.04408364533918494, 0.05104422091905625, 0.05336441277901335, 0.03248268603939943, 0.004640383719914204, 0.0, 0.0, 0.0]","[0.21940534030452744, 0.7008189996134905, 0.5538387230988071, 0.3344333827942797, 0.18319280840960542, 0.07668536165983483, 0.051123574439889886, 0.008520595739981648, 0.002130148934995412, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.48473312891666714, 0.7994479215715182, 0.32918443829415456, 0.11937457652425384, 0.05245246544247518, 0.02351317416386818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1091,plant,1094,1552,4656,triangles,"[[-0.4002210296, -0.4832098164, -0.3858756578], [0.5892383889, 0.3842564145, 0.6141243422]]","[-1.1777601359262262e-12, -9.490937854344415e-12, 1.96576819183206e-12]",1.6527333731156428,1.124567541062269,0.5736197996366244,0.24032296357373722,0.21772771611971498,1.2585909734468623,2.9655934094857606,"[0.24346011268415466, 0.4088881379695418, 0.4401009729290488, 0.39016043699383757, 0.2996432156112673, 0.3433411845545771, 0.36519016902623197, 0.19039829325299273, 0.17791315926918994, 0.10612363886232383, 0.062425669919014014, 0.04681925243926051, 0.03433411845545771, 0.012485133983802802]","[0.032948483965115814, 0.2431911911710929, 0.9366783298654352, 0.2431911911710929, 0.026672582257474705, 0.031379508538205536, 0.021965655976743874, 0.032948483965115814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14356532204777853, 0.4665872966552802, 0.5934033311308179, 0.5335844469442436, 0.30387993166779786, 0.14117256668031555, 0.04546235198179653, 0.06460439492150033, 0.07656817175881521, 0.02153479830716678, 0.0023927553674629753, 0.0, 0.0, 0.0]","[0.045684354286726105, 0.39810651592718466, 0.6591599689941909, 0.5569140332096135, 0.2697552348359065, 0.1152986084379278, 0.08701781768900212, 0.03263168163337579, 0.008701781768900211, 0.002175445442225053, 0.0, 0.0, 0.0, 0.0]","[0.16564664495502865, 0.6507546766090412, 0.6586426120830902, 0.31551741896195934, 0.11240308050519802, 0.05324356444983064, 0.01577587094809797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1092,plant,1004,1972,5916,triangles,"[[-0.2521523543, -0.4923381141, -0.3623711544], [0.5059252715, 0.5076618859, 0.5077670995]]","[-1.2448974981380127e-11, 1.2386209727508697e-11, -2.4899278881940894e-12]",1.5270305391964842,1.5995555140422315,0.5029876615845656,0.2696395006253309,0.49771250218305585,1.2110547465733548,2.5013305721196724,"[0.37507532854912073, 0.4633283470312668, 0.4286575183418523, 0.3120374582047307, 0.35301207392858425, 0.3120374582047307, 0.23324012027424315, 0.20487307861926765, 0.11977195365434108, 0.10086059255102407, 0.10716437958546307, 0.07879733793048756, 0.053582189792731535, 0.009455680551658506]","[0.32208140682030206, 0.8714091395638173, 0.22903566707221482, 0.2791372192442618, 0.08052035170507552, 0.007157364596006713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.41167322487537644, 0.6059459826817338, 0.4024221411703118, 0.43942647599057033, 0.30528576226713305, 0.1202640881658403, 0.025440480188927757, 0.0023127709262661597, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2216253218811944, 0.7223343824275966, 0.5663758225852746, 0.28113582497892253, 0.15185438721489247, 0.06977093466630194, 0.03693755364686573, 0.002052086313714763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42439192915636686, 0.8040167771780958, 0.3993223637209697, 0.10923167796851636, 0.04476708113463786, 0.007162732981542057, 0.0017906832453855142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1093,plant,1197,1953,5859,triangles,"[[-0.2511369003, -0.428357568, -0.428466056], [0.7488630997, 0.4591181245, 0.418396134]]","[3.432615526759484e-11, -1.3610722217515503e-11, 1.9000611746204798e-12]",1.5826524171876624,0.3171920228805384,0.41030485674658174,0.15313587983520596,0.012032627721677019,1.0319501453140074,2.647549092303323,"[0.4991851388930727, 0.3832453646985526, 0.3413782240171981, 0.28984943548630027, 0.3220549283181114, 0.338157674734017, 0.2995110833358436, 0.21577680197313465, 0.11916032347770122, 0.0901753799290712, 0.08373428136270897, 0.08373428136270897, 0.09661647849543342, 0.05796988709726005]","[0.07351111977226785, 0.9134147648298814, 0.37537593075200604, 0.12981750938506875, 0.03128132756266717, 0.039101659453333965, 0.0015640663781333584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4561551460089564, 0.6564183808421568, 0.4761814694922764, 0.32487146984052506, 0.10235676447030241, 0.04895323518144898, 0.12015794089992023, 0.03782749991293785, 0.0022251470537022265, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4680182519314892, 0.7165235184437844, 0.4431677252802597, 0.22779649430293725, 0.12632351047708337, 0.04970105330245903, 0.02692140387216531, 0.010354386104678965, 0.002070877220935793, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8237042024897206, 0.5160968239665885, 0.19310907651729967, 0.12646081117062102, 0.042723247017101694, 0.0068357195227362715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1094,plant,1094,1061,3183,triangles,"[[-0.2838650201, -0.2516709886, -0.2389345724], [0.7161349799, 0.2606809506, 0.2838794968]]","[-2.6151789335764692e-11, 1.7423158315650006e-11, 2.077581822940438e-11]",1.2392897403575416,0.1785082208348916,0.23687253172270786,0.0888901382538533,0.006365245046252695,1.0291729318988314,3.3383956469626788,"[0.2600751247544537, 0.36156785636594785, 0.463060587977442, 0.44720234866314607, 0.3647395042288071, 0.3266797298744967, 0.19981381536012907, 0.21567205467442505, 0.14589580169152283, 0.1522390974172412, 0.09514943588577575, 0.06660460512004303, 0.05074636580574707, 0.022201535040014344]","[0.13853058355651315, 0.8034773846277762, 0.5753093646523428, 0.04237406085258049, 0.03585497456756811, 0.03422520299631501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20192983167510808, 0.70369486795871, 0.620067361911443, 0.24884282287235543, 0.08158781077782144, 0.04691299119724733, 0.08158781077782144, 0.044873295927801794, 0.01019847634722768, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1803475344737385, 0.6849369128417515, 0.6523208693730966, 0.24174243982650054, 0.11511544753642883, 0.03069745267638102, 0.013430135545916697, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44730377328067045, 0.7686321981680092, 0.4363493951595112, 0.12962680776705143, 0.043817512484637104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1095,plant,1128,1108,3324,triangles,"[[-0.3310224446, -0.5141271508, -0.4908559649], [0.6689775554, 0.481909785, 0.448087362]]","[2.8910357619041426e-11, 9.60493762348136e-12, -3.922323592345445e-12]",1.6952003269843638,0.47832362295492215,0.6088120704635189,0.33375877951704186,0.008686557903518593,1.0503670842556128,1.4346067398061564,"[0.2618075085858829, 0.3690539578861241, 0.43529441186568485, 0.37220826521848416, 0.37220826521848416, 0.4226771825362447, 0.24919027925644277, 0.20818428393576233, 0.13248090795912149, 0.11040075663260122, 0.06939476131192077, 0.08516629797372095, 0.05046891731776056, 0.015771536661800176]","[0.10895479060613956, 0.1366551610992259, 0.5447739530306979, 0.7903839047360632, 0.21236950711366187, 0.053554049619966904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1135704178765453, 0.2555334402222269, 0.4413759422020283, 0.5678520893827265, 0.4517005256453506, 0.3329678160471442, 0.26327687780471865, 0.14196302234568162, 0.012905729304152876, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.054984881236204305, 0.2549299039133109, 0.45487492659041745, 0.5723426274132175, 0.4823673672085196, 0.32740997463376204, 0.20494364824403424, 0.12246632638972778, 0.02499312783463832, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12745375170574727, 0.5339872700775273, 0.6284788446179952, 0.47465535118002433, 0.24831506797843864, 0.11207140236195018, 0.06372687585287364, 0.006592435433055893, 0.0021974784776852977, 0.0, 0.0, 0.0, 0.0, 0.0]"
1096,plant,835,1376,4128,triangles,"[[-0.5636212003, -0.2972212994, -0.3503283003], [0.4363787997, 0.3271188318, 0.376197452]]","[1.3144262828504959e-11, 7.153689766687193e-12, 3.699434529606123e-12]",1.3847888893914169,0.44054782625588407,0.31645142915263774,0.13374876997073853,0.04226172514850627,1.0728706497751717,4.079353951888839,"[0.31571042479269085, 0.4546230117014748, 0.4167377607263519, 0.23993992284244503, 0.3851667182470828, 0.36622409275952134, 0.3030820078009832, 0.20205467186732212, 0.10418444018158797, 0.09787023168573415, 0.13575548266085705, 0.0757705019502458, 0.05051366796683053, 0.009471312743780725]","[0.07382038038524719, 0.08684750633558493, 0.28514931246850383, 0.950980194374655, 0.030396627217454727, 0.020264418144969817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19860578392054667, 0.4854808051391141, 0.6056250447947534, 0.4756731121060007, 0.30158656076823753, 0.12504808617219607, 0.10788462336424758, 0.10788462336424758, 0.044134618649010374, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12884193901177488, 0.5560546841560811, 0.6057831518448362, 0.4430354394089101, 0.2825481118679274, 0.16048732754098274, 0.07233231663818941, 0.011301924474717095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.27144750678588925, 0.7646408641856035, 0.5199557876462104, 0.2561546895021772, 0.06881767777670432, 0.03058563456742414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1097,plant,1134,1984,5952,triangles,"[[-0.6671104485, -0.2095644613, -0.001643739], [0.3328895515, 0.2133919324, 0.0028576087]]","[5.237818496886658e-11, 9.586714704113719e-13, 1.2678285131757585e-12]",1.0857773128514085,0.12928510204772187,0.0014876091112949747,0.0003968876774148182,121.2991741367215,1.0178458239529364,59970.947122713544,"[0.5791105641773342, 0.39852770007902566, 0.35493873288288225, 0.361165728196617, 0.3175767610004736, 0.19926385003951283, 0.16501537581397158, 0.1587883805002368, 0.10897241799035859, 0.1027454226766238, 0.09963192501975641, 0.09029143204915425, 0.09651842736288903, 0.0809509390785521]","[0.5351880224406782, 0.7961337352456052, 0.2808906080511634, 0.018282820642383416, 0.018282820642383416, 0.013296596830824303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.41371417584150944, 0.7754821771378966, 0.46380512986716305, 0.08719536441502665, 0.050090954025653604, 0.042670071947779, 0.020407425714155172, 0.0018552205194686522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5252962966826317, 0.7723929099247907, 0.3507735139032047, 0.06566203708532896, 0.010367690066104574, 0.003455896688701524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1098,plant,1123,770,2310,triangles,"[[-0.3991681443, -0.5002877426, -0.3762790388], [0.5388240557, 0.4997122574, 0.5299929129]]","[2.952530730437521e-11, 2.6506415479385854e-11, -9.265402483778815e-12]",1.6435200691500444,0.5963208117170838,0.5842456070126497,0.3210594355899829,0.018189327833764295,1.0783422681180361,2.420448215355279,"[0.2165862536169167, 0.44537454969112444, 0.4606271027627383, 0.4636776133770611, 0.3264046357325364, 0.3172531038895681, 0.21353574300259393, 0.17387910501639792, 0.15862655194478406, 0.07626276535806925, 0.0915153184296831, 0.06406072290077817, 0.030505106143227705, 0.012202042457291081]","[0.31639988241322003, 0.5615574071969733, 0.5489852264388322, 0.5070779572450281, 0.16134298639614533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11672226193628225, 0.3835160035049274, 0.51691287428925, 0.5812292227031198, 0.41686522120100805, 0.21438782804623271, 0.11434017495799079, 0.03811339165266359, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.05143342113374754, 0.3376715909215599, 0.5970749322917649, 0.5545864539638865, 0.4181760761743822, 0.20126121313205558, 0.060378363939616674, 0.01565364991027099, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14441120695548795, 0.6166748837558675, 0.6830259788435241, 0.33370697823497897, 0.1424597041587922, 0.025369536357045183, 0.00585450839008735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1099,tool,1000,1996,5988,triangles,"[[-0.2690651339, -0.1954873522, -0.0198761937], [0.7309348661, 0.1816638484, 0.0477270699]]","[1.2104066631552395e-11, -1.0410570933040123e-11, 1.2427777351266724e-12]",1.0708936592227039,0.3411944049325809,0.022981466108297502,0.012360705985478485,2.2986178571251212,1.0146830650081113,606.7125954940261,"[0.7226576051820169, 0.2141207719057828, 0.2081729726861777, 0.18438177580775741, 0.17546007697834978, 0.36281575239590974, 0.30036386059005643, 0.15464277970973203, 0.16653837814894218, 0.1367993820509168, 0.09516478751368124, 0.10408648634308885, 0.09219088790387871, 0.056504092586248236]","[0.04706502442456026, 0.7773843689435989, 0.09250711697241155, 0.0, 0.09250711697241155, 0.6134682493959924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.573272576304756, 0.083348140526578, 0.270373236342314, 0.052854918382708005, 0.136203058909286, 0.746067501786686, 0.067085088716514, 0.093512547907868, 0.01016440738129, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5334168689321559, 0.6748044727454985, 0.366322428061842, 0.12639194886344257, 0.29991309899799934, 0.14138760381334253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8059573048781387, 0.5868192785517834, 0.07794842547179079, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
